label,text
Chicken pox,"I've had a high fever for the past few days. I don't know what's causing it. Also, I noticed rashes on my skin and it's hard for me to resist scratching."
Chicken pox,I've lost my appetite and can't seem to eat anything. I'm worried about my health.
Chicken pox,There are small red spots all over my body that I can't explain. It's worrying me. I feel extremely tired and experience a mild fever every night.
Chicken pox,"My lymph nodes are swollen, causing discomfort in my neck and armpits. I don't know what's causing it."
Chicken pox,"I'm feeling really sick and uncomfortable like something is wrong inside. I don't know what it could be. I noticed small red spots on my arms, which itches if I touch them."
Chicken pox,The itching is making it hard for me to sleep at night. I can't get any rest. I have also lost my appetite and feel lethargic.
Chicken pox,"I'm worried about this rash on my skin. It's spreading rapidly and causing a lot of discomforts. I can hardly sleep at night because of the itching,"
Chicken pox,I have no energy and have lost my appetite. I'm feeling really sick and don't know what's wrong.
Chicken pox,"I have a skin rash that's red and inflamed, and it's spreading all over my body. I've been experiencing intense itching, especially on my arms and legs."
Chicken pox,"I've had a high fever for the past few days, and it's starting to worry me. I don't know what's causing it. Also, I have red spots all over my arms and legs, some of which are swollen."
Chicken pox,"I have a skin rash that's red and swollen, and it's spreading all over my body. I have a mild fever and it is causing me a lot of discomforts."
Chicken pox,"I'm feeling fatigued and have no energy. I can barely keep my eyes open during the day, and I've been feeling lethargic and unable to motivate myself."
Chicken pox,There are small red spots all over my body that I can't explain. The bumps are itchy and uncomfortable and seem to spread rapidly. It's worrying me.
Chicken pox,The itching is making it hard for me to sleep at night. I can't seem to get any rest because the rash is so itchy and uncomfortable. I'm feeling really tired and exhausted.
Chicken pox,I have no energy and have lost my appetite. I have a high fever and severe headache and don't know what's wrong.
Chicken pox,The high fever and swollen lymph nodes are causing me much discomfort. I have a headache and feel weak and fatigued. It's hard for me to concentrate because of the fever.
Chicken pox,"The rash on my skin is causing a lot of discomforts. It's red and inflamed, spreading all over my body. The rash is accompanied by intense itching, especially on my arms and legs."
Chicken pox,"There are red spots all over my body that I can't explain. The spots are itchy and starting to swell, and they are spreading rapidly."
Chicken pox,I have small lymph nodes on my arms and face. The itching is making my day very uncomfortable.
Chicken pox,"I have no energy and have lost my appetite. I'm feeling really sick and don't know what's wrong. Also, there are small red spots starting to show on my skin."
Chicken pox,"I've had a mild fever for the past few days, and it's starting to worry me. The fever has been accompanied by a severe headache. I feel weak and lethargic."
Chicken pox,"I have swollen lymph nodes and red spots all over my body, and they are causing discomfort. I also have a mild fever and feel tired most of the time."
Chicken pox,"I've been suffering from severe itching all over my body, and it's driving me insane. I also have a red and irritating rash."
Chicken pox,"I have seen rashes on my skin, and it's difficult for me not to scratch. Also, I've had a high fever for several days. I'm not sure what's causing it."
Chicken pox,"I have little red spots all over my body that I don't understand. It worries me. I have lost my appetite and every night, I am exhausted and have a severe headache."
Chicken pox,"I'm feeling really sick and lost my appetite. I've seen little red patches on my arms, neck and face that itch when I touch them."
Chicken pox,I have red spots on my arms and legs and itching them makes it difficult for me to sleep at night. I also have severe headaches and a mild fever.
Chicken pox,Enlarged lymph nodes are giving me a great deal of pain. I have rashes all over my body and because of which I cannot sleep all night.
Chicken pox,"My skin rash is giving me a lot of pain and discomfort. It's red and swollen, and it's spreading throughout my body."
Chicken pox,I have a high fever and a mild headache. I'm tired most of the time and completely lost my appetite.
Chicken pox,"My arms and face have small lymph nodes, which are starting to swell. My day has been made really miserable by the constant itching and pain."
Chicken pox,"My arms and neck have large lymph nodes, which itch when I touch them. The itching has made my day extremely uncomfortable."
Chicken pox,"My skin rash is causing me a great deal of pain. There are also small red spots developing near my neck. Since yesterday, I have had a severe fever, headache and fatigue."
Chicken pox,"I am starting to develop tiny red spots all over my face and neck area, and it itches when I touch them. The itching is making my day very uncomfortable."
Chicken pox,"I have lost my appetite completely and can't seem to eat anything. I feel like vomiting and feel exhausted. I noticed rashes on my skin, which is really concerning me."
Chicken pox,I have a high fever and a severe headache. I can't seem to eat anything and feel like vomiting. There are also some red spots developing on my arms. I am really worried.
Chicken pox,I'm worried about these red spots on my skin. It's spreading rapidly and causing a lot of problems. I also developed a mild fever and headache every night.
Chicken pox,I'm feeling really nauseous and uneasy. I'm not sure what it might be. I've seen rashes on my arms and legs. I have lost my appetite and feel exhausted every day.
Chicken pox,I have swollen red lymph nodes on my arms and legs that itch when I touch them. I'm also suffering from a terrible headache and a mild fever. I don't feel like eating anything and have lost my appetite.
Chicken pox,I'm really exhausted and lacking in energy. I can hardly keep my eyes open during the day. I have a mild fever and don't feel like eating anything. I think I have lost my appetite.
Chicken pox,"I am exhausted and have lost my appetite. I feel vomiting and can't eat anything. In addition, little red spots are beginning to appear on my skin and near the neck. I am really worried about my health."
Chicken pox,There are small red spots all over my body. The spots are itchy and uncomfortable. I also have a mild fever and headache.
Chicken pox,"I've been suffering from severe itching all over my body, along with a fever and headache. The red spots are starting to swell and it is getting really uncomfortable every day."
Chicken pox,I feel tired every day. There are red spots all over my arms and back and it itches if I touch them. I am really worried and not sure what to do.
Chicken pox,"The high fever, swollen lymph nodes and headache are causing me a lot of trouble. I don't feel like eating anything and feel weak and fatigued. It's hard for me to concentrate on my daily life."
Chicken pox,"I have a high fever and red spots and rashes all over my body. I feel exhausted and have completely lost my appetite, which has made me weak and lethargic. I am really worried."
Chicken pox,I have seen rashes on my arms and neck and it itches if I scratch them. I've also had a high fever for a few days. I have no idea what is causing it. The itching is causing me a lot of discomforts.
Chicken pox,"There are red swollen spots all over my body. It itches if I touch them. Moreover, I also have a high fever and headache and always feel exhausted."
Impetigo,I have developed a skin rash on my face and neck. The rash is made up of red sores that are blistering. I am worried about my health.
Impetigo,"I have developed skin rashes made up of blistering sores. The blistering sores are raised, fluid-filled lesions and they are painful to touch. I am also suffering from a high fever."
Impetigo,I have a high fever. There are red sores developing near my nose. The sores are painful and have yellow rust-colored ooze coming out from them.
Impetigo,"There are rashes around my nose, with large red sores. I noticed that the rash was spreading to other parts of my body. Also, I have a high fever every night."
Impetigo,I have been suffering from a high fever for the last couple of days. Sores are developing near my nose. The sores are painful and I am feeling very uncomfortable these days.
Impetigo,"My skin has developed rashes, mainly near the nose. The rash is spreading to other parts of my body. I am really about worried about this."
Impetigo,I have been experiencing extreme fatigue and a high fever. There are rashes near my nose and mouth. The rash is itchy and makes it very difficult for me to sleep.
Impetigo,"I am suffering from extreme fever and weakness. I have developed sores on my face. The sores itchy and uncomfortable. Often, a yellow colored ooze comes out of the sores."
Impetigo,I have noticed that the sores are taking longer to heal and are more prone to infection. The sores on my face are swollen and tender to the touch and very uncomfortable to handle.
Impetigo,There are red sores on my face and near my nose. I have noticed that the rash is spreading more quickly on my neck and chest.
Impetigo,The sores around my nose have become crusted over and are difficult to touch. A yellow-rust coloured ooze used to come out of the sores. It is taking much more time to handle.
Impetigo,"I developed a minor rash near my nose a few days ago. Now, the rash is accompanied by a burning sensation and redness of the skin. I feel it is some kind of an infection."
Impetigo,"Initially, I developed small red sores near my nose and neck. Now, I am having a high fever and the sores have become more painful and inflamed over the past few days."
Impetigo,"I noticed a skin rash on my face. It was made up of a blistering sore. Today I observed a yellow colored fluid coming out of the sores, I am not sure what it is."
Impetigo,"The sores on my face are beginning to weep clear fluid. Also, every night I get a high fever and chills, because of which I cannot sleep all night."
Impetigo,I initially had rashes on my face and near my nose. But now the rash is spreading down my arms and legs.
Impetigo,"I have a high fever every night and developed sores on my face, particularly near my nose. I have noticed that the sores are taking longer to heal and are more prone to infection."
Impetigo,"The sores around my nose are now surrounded by red, inflamed skin. The rash has caused my skin to become dry and flaky, with a visible yellow colored fluid coming out of the sores."
Impetigo,"I have also been experiencing flu-like symptoms, such as fever and body pain. I have noticed red rashes and blistering sores near my nose and lips. It's itchy and uncomfortable."
Impetigo,I am suffering from mild fever and headache. There are small sores near my nose and rashes on my neck. I am going through a very tough time right now.
Impetigo,"There is a rash particularly bad around my nose, with large red sores that are painful and have yellow rust-colored ooze coming from them."
Impetigo,"There are sores on my face and mostly near my nose and lips. The sores are causing discomfort or pain, and there is a discharge of yellow or rust-colored fluid from them."
Impetigo,"I have been developing sores on my face and nose area. I am not sure what is causing this. The sores on my face are swollen and tender to the touch, and I have a burning sensation and redness of the skin."
Impetigo,"The rash on my face has become more painful and inflamed over the past few days, and the sores are beginning to weep clear fluid. It is getting extremely painful with each day."
Impetigo,I have rashes on my face. I am starting to have small sores around my nose and often a yellow fluid comes out of the sores. The sores are becoming extremely painful.
Impetigo,"I am feeling really sick. I have a high fever and headache. I noticed rashes on my arms and face. I am extremely worried about this. Today, I observed red sores near my nose."
Impetigo,"I've been suffering from a high fever for the past few days. Sores are forming around my nose and there are rashes on different parts of my body. The sores are severe, and I'm feeling really uneasy these days."
Impetigo,I have a high fever and am really weak. My face has gotten sores. The blisters are itchy and painful. A yellow ooze frequently leaks from the wounds.
Impetigo,"I am experiencing skin rashes with burning sores. The blistering sores are fluid-filled, elevated, red colored lesions that are unpleasant to touch. I also have a high fever."
Impetigo,"I believe I have some skin disease. There are rashes on my face and small sores near my nose. The sores have become red, and painful and some kind of a yellow ooze discharges from them."
Impetigo,"I have noticed that the sores on my face are healing more slowly and are more likely to become infected. My cheek sores are large, painful to the touch, and extremely difficult to handle. I can't seem to get rid of these sores."
Impetigo,"I am having a high fever. I've had a skin rash on my face, neck and arms. The rash is made up of burning red lesions. I'm concerned about my health."
Impetigo,"I've acquired skin rashes with blistering sores. The blistering sores are fluid-filled, elevated lesions that are unpleasant to touch. I'm also running a high fever."
Impetigo,"I'm running a high temperature. Near my nose, red sores are forming. The lesions are painful, and yellow rust-colored fluid is oozing from them."
